id,severity,model,prompt_template_id,scene_version,decoding,targets,transcript,auto_metrics,matched_corefacts,passes_qc,prompt_hash,seed,run_id,version
catrescue_llama3.1-8b_moderate_20251013-101008_0002,moderate,llama3.1-8b,moderate_3,catrescue_v1,"{'temperature': 0.7, 'top_p': 0.9, 'presence_penalty': 0.4, 'frequency_penalty': 0.2}","{'ciu_min': 0.4, 'ciu_max': 0.6, 'min_core_facts': 6}","um so there's this cat it was stuck in a tree I think like really high up right? And um people were trying to get it down they had ladders and stuff but... uh nope that didn't work too well 'cause the ladder wasn't long enough you know?

So then someone got an idea to bring out one of those big machines thingies what do you call them cranes yeah cranes! They brought that over and slowly lowered it down towards the cat.

The crane was shaking kinda bad from the wind I'm pretty sure because it was moving around a lot and just when everyone thought it was going to drop the net caught it just barely though I mean the cat looked super scared but safe. Everyone cheered and petted the cat afterwards. It seemed happy now.","{'ciu': 0.0, 'ttr': 0.755, 'mlu': 17.375, 'wpm_proxy': 139, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,c29a3d0f89b1b9c2,,20251013-101008,1
catrescue_llama3.1-8b_moderate_20251013-101008_0003,moderate,llama3.1-8b,moderate_4,catrescue_v1,"{'temperature': 0.7, 'top_p': 0.9, 'presence_penalty': 0.4, 'frequency_penalty': 0.2}","{'ciu_min': 0.4, 'ciu_max': 0.6, 'min_core_facts': 6}","There's something in a room that has got stuck. It is small and furry, maybe a pet of some sort. The object it was on before getting stuck wasn't stable enough; it tipped over somehow. Now this little creature cannot get back down by itself from high up because there isn't anything to climb like an apparatus with rungs that goes upwards but instead it's more like thin vertical sticks spaced apart closely together.

This situation needs immediate attention so the animal doesn’t suffer harm due to being unable to move freely anymore. It seems like time is running out as the thing remains stranded. A device used typically for reaching far places might be needed here – one that allows people to go where they can't normally reach otherwise.","{'ciu': 0.0, 'ttr': 0.862, 'mlu': 18.571, 'wpm_proxy': 130, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,705a8dcea450ee65,,20251013-101008,1
catrescue_llama3.1-8b_moderate_20251013-101008_0004,moderate,llama3.1-8b,moderate_1,catrescue_v1,"{'temperature': 0.7, 'top_p': 0.9, 'presence_penalty': 0.4, 'frequency_penalty': 0.2}","{'ciu_min': 0.4, 'ciu_max': 0.6, 'min_core_facts': 6}","Um... there's this thing in front of me... it's like an animal shelter... no, wait, rescue place... uh, cat rescue centre? Yeah... 

Okay so I see these little cages, metal ones, they're all lined up together on shelves, you know what I mean by that? And inside each cage is um, one of those furry things... cats? They're just sitting around looking sleepy...

There's also people standing near them, trying to pet 'em maybe? Or give 'em food? Uh, water too probably... Can't really tell though.

And then outside there's more stuff going on, lots of boxes stacked high, looks kinda messy... um, equipment or something? Hard to say exactly without getting closer. That's about it, yeah.","{'ciu': 0.0, 'ttr': 0.872, 'mlu': 6.5, 'wpm_proxy': 117, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,34f1f765a2e1731a,,20251013-101008,1
catrescue_llama3.1-8b_moderate_20251013-101008_0005,moderate,llama3.1-8b,moderate_2,catrescue_v1,"{'temperature': 0.7, 'top_p': 0.9, 'presence_penalty': 0.4, 'frequency_penalty': 0.2}","{'ciu_min': 0.4, 'ciu_max': 0.6, 'min_core_facts': 6}","Um so there's like this little... animal stuck up high in a tree, it's a dog I think, no wait, actually it's a cat.

(pause)

Okay so yeah, a cat, it was just chillin' with its owner outside when suddenly it ran off after something and got stuck in this big ol' tree. 

(pause)

There're these two ladies trying to help get it down now, they've got some rope stuff and everything. One of them's climbing the ladder while the other one holds onto her really tightly because she doesn't want anything bad to happen to either person involved. They both seem pretty nervous about getting hurt somehow. The cat looks kind of scared too, poor thing keeps meowing loudly hoping someone will come save it soon.","{'ciu': 0.0, 'ttr': 0.827, 'mlu': 18.143, 'wpm_proxy': 127, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,2b103497674e4ca8,,20251013-101008,1
catrescue_llama3.1-8b_moderate_20251013-101008_0006,moderate,llama3.1-8b,moderate_3,catrescue_v1,"{'temperature': 0.7, 'top_p': 0.9, 'presence_penalty': 0.4, 'frequency_penalty': 0.2}","{'ciu_min': 0.4, 'ciu_max': 0.6, 'min_core_facts': 6}","So um there's this cat it was like stuck in a tree I think maybe twenty feet up so it had to be rescued somehow they sent out one of those big ladders you know with lots of rungs on it and my friend she went up first because she's pretty scared of heights and stuff then another guy came after her he was wearing gloves 'cause cats have claws right and uh the cat started hissing at him when he got close.

They were trying to get food near the thing that ate into its leg is how I think anyway the rescuers gave me some water cause we'd been standing around waiting forever finally they managed to catch the cat and bring it down no problem. It took about an hour probably more though.","{'ciu': 0.0, 'ttr': 0.824, 'mlu': 45.333, 'wpm_proxy': 136, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,c29a3d0f89b1b9c2,,20251013-101008,1
catrescue_llama3.1-8b_moderate_20251013-101008_0007,moderate,llama3.1-8b,moderate_4,catrescue_v1,"{'temperature': 0.7, 'top_p': 0.9, 'presence_penalty': 0.4, 'frequency_penalty': 0.2}","{'ciu_min': 0.4, 'ciu_max': 0.6, 'min_core_facts': 6}","There is a cat in distress stuck on high up something that you can climb to reach different levels and it's covered mostly by four walls of solid material surrounding an open area below where people often walk. The object has steps leading upwards from one end towards the top but they're spaced far apart so it might be tricky to go all the way without support. In addition, there is another similar structure nearby which also serves as access point into this enclosed space. Atop of what we need to rescue the feline lies some netting or meshing made out of thin wires woven together that keeps things contained within its bounds keeping them from going further outside when attempting to escape.","{'ciu': 0.0, 'ttr': 0.902, 'mlu': 30.75, 'wpm_proxy': 123, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,705a8dcea450ee65,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0000,severe,llama3.1-8b,severe_1,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","Um yeah so cat like rescue um people go get cats from houses where they stuck outside you know no food water and stuff. They got special truck with space in back. Got two ladies help take care of them.

One time I saw on TV had kittens. Little tiny things were all wet shivering cold. Lady was putting warm towel around each one. The momma cat she was really scared but nice too. When lady touched her gently she stop hissin'... uh start purrin'. That's it that what happen when rescuers come to save 'em.","{'ciu': 0.0, 'ttr': 0.906, 'mlu': 9.6, 'wpm_proxy': 96, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,bc87f36e3e9c4a4d,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0001,severe,llama3.1-8b,severe_2,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","um I see this guy's trying to get his cat down from the treetop, yeah? And like there's some sort of rope thingy uh he's using but it keeps breaking so... umm they need to get another one you know?

I think someone else comes over to, ah, assist him 'cause, you know, we can't just leave the cat stuck up there forever right? Yeah no, definitely gotta do something about that.

The other person is telling them ""just calm down"" and stuff while the first dude is all like *makes frustrated sound* Oh my gosh come on just hurry up already! You're gonna hurt yourself or somethin' Help is comin', though, y'know? Someone called, I guess, animal rescue guys or whatever.","{'ciu': 0.0, 'ttr': 0.828, 'mlu': 15.25, 'wpm_proxy': 122, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,ecf21d08b611d5ce,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0002,severe,llama3.1-8b,severe_3,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","A cat was trapped in an attic above a house with no visible entry point except through a very small window.

[rep] hole 

The woman called her neighbor to help and they were both able to climb up to where she could access it safely.

They used some tools from home like a screwdriver and pliers to widen the opening further so that the animal wouldn't be injured when exiting.

It took them about twenty minutes before finally managing to get her out safely.","{'ciu': 0.0, 'ttr': 0.845, 'mlu': 21.0, 'wpm_proxy': 84, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 1}}",[],False,badb6efdd757b2e1,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0003,severe,llama3.1-8b,severe_4,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","Woman standing by CAR [car] outside house holding big cage with scared cat inside.
Cat's eyes wide open staring at her very fast, tail twitching back and forth.
She picks up box put it near car then puts cage on top of it.
Gently opens door looks around then starts to get in the car herself slowly.
Puts down keys hands shaking slightly while looking at phone screen taking deep breaths before turning engine on quietly gets out again goes back to house closes front door behind him no returns out comes again with small bag full of food water bowl.

Person helps woman into driver seat hands over small bag she takes receipt from pocket and smiles briefly says thank you drives off slow towards horizon as sun sets low behind trees","{'ciu': 0.0, 'ttr': 0.82, 'mlu': 26.6, 'wpm_proxy': 133, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,f00cde0552bd54e5,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0004,severe,llama3.1-8b,severe_1,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","okay so there's like cat it was stuck tree um how I know? neighbor heard meowing. she was up high branches pretty far down my house is kinda close to woods. 

so I go outside call out loud ""kitty kitty"" trying get her attention see if come down but no answer.

uh try climb ladder myself really careful don't wanna fall but manage make it halfway then stop can't do more got too scared. wait around little while figure what next do so animal control number on fridge look that up give them call. they say send someone soon as possible meantime stay away leave food water near base of tree maybe encourage her come down later today afternoon when sun warmer.","{'ciu': 0.0, 'ttr': 0.893, 'mlu': 17.429, 'wpm_proxy': 122, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,bc87f36e3e9c4a4d,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0005,severe,llama3.1-8b,severe_2,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","""Okay so there's this... umm cat it was stuck... *pauses* Oh yeah like on top of uh house I think... no wait that can't be right, it was like on a tree? Yeah 'cause I saw guy goin' outside to get it down *hesitates*. So he got these big ladder thingy and then climbed all the way up *pause* Man, my stomach hurts just thinking about how far up he had to go! Anyway, oh yeah so then the woman came over too, she said ""help is comin'"" I guess they were gonna call someone but by then the cat was already down safe. Whew!""","{'ciu': 0.0, 'ttr': 0.81, 'mlu': 13.125, 'wpm_proxy': 105, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,ecf21d08b611d5ce,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0006,severe,llama3.1-8b,severe_3,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}","It's like this cat in here and she needs help so I open up her little cage to let it out. It was stuck there. You can see how tiny that is compared to where we live now.

[Rep] trapped. They usually trap them on purpose with nets but that doesn't seem right when you think about it. She just walked into my house one day so maybe someone set traps nearby?

So anyway, after getting it outside safely, I check its collar tag – no name or contact number which isn't surprising since many stray cats don't have owners. Anyway back inside; vacuum cleaner still runs from earlier today.","{'ciu': 0.0, 'ttr': 0.9, 'mlu': 13.75, 'wpm_proxy': 110, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,badb6efdd757b2e1,,20251013-101008,1
catrescue_llama3.1-8b_severe_20251013-101008_0007,severe,llama3.1-8b,severe_4,catrescue_v1,"{'temperature': 0.9, 'top_p': 0.9, 'presence_penalty': 0.6, 'frequency_penalty': 0.2}","{'ciu_min': 0.2, 'ciu_max': 0.4, 'min_core_facts': 4}",A cat falls down FLUMMENBERG from tree it's branch breaks off Cat tries to get up but can't It looks around confused [it] is hurt I try to comfort it slowly petting its fur The cat starts purring but still doesn't move much I pick it gently lift it on my lap Try to calm it more give water little by little Finally it drinks some liquid The cat seems better now slowly stands up walks away looking fine,"{'ciu': 0.0, 'ttr': 0.785, 'mlu': 79.0, 'wpm_proxy': 79, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],False,f00cde0552bd54e5,,20251013-101008,1
catrescue_llama3.1-8b_very_severe_20251013-101008_0000,very_severe,llama3.1-8b,very_severe_1,catrescue_v1,"{'temperature': 1.0, 'top_p': 0.95, 'presence_penalty': 0.7, 'frequency_penalty': 0.3}","{'ciu_min': 0.0, 'ciu_max': 0.2, 'min_core_facts': 2}","Uh so... there's like cats and people trying to save them from trees? And um they're stuck really high up I guess because uh animals go in those trees.

There was this cat just chillin' right next to my house once but it fell out of a nearby bush while chasing something smaller probably a bird yeah that could've happened with these rescue thingies...

I mean we were watching some animal TV show about a lost cat who got stranded on another roof very scary stuff and then rescuers arrived eventually though so you know everything ends okay? Um hopefully our felines don't fall too many places either.","{'ciu': 0.0, 'ttr': 0.926, 'mlu': 18.0, 'wpm_proxy': 108, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],True,106b8864a373a81f,,20251013-101008,1
catrescue_llama3.1-8b_very_severe_20251013-101008_0001,very_severe,llama3.1-8b,very_severe_2,catrescue_v1,"{'temperature': 1.0, 'top_p': 0.95, 'presence_penalty': 0.7, 'frequency_penalty': 0.3}","{'ciu_min': 0.0, 'ciu_max': 0.2, 'min_core_facts': 2}","Animal... get stuck 
 umm small dog
 thing cat...
 feline rescue... operation yes no animal gets free.
 help kitty outside cage door open there you go happy face little ball furry creature run now play time,
 stuffy box move away from water bucket please stay still so I can pick up whiskers that's okay don't bite hurt human anymore be calm purr yikes what noise squeakie thing going on here sound stop maybe I had it just grab claws scratchy fur pull hard come down let me take this thing to my sister her name is Dr Kiki she likes animals almost as much as food treat yay!","{'ciu': 0.0, 'ttr': 0.972, 'mlu': 21.4, 'wpm_proxy': 107, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],True,bf3dcac5beb667ef,,20251013-101008,1
catrescue_llama3.1-8b_very_severe_20251013-101008_0002,very_severe,llama3.1-8b,very_severe_3,catrescue_v1,"{'temperature': 1.0, 'top_p': 0.95, 'presence_penalty': 0.7, 'frequency_penalty': 0.3}","{'ciu_min': 0.0, 'ciu_max': 0.2, 'min_core_facts': 2}","Small girl finds tiny kitten trapped on high roof.
Woman with long hair runs upstairs to lend aid.
Girl hands up ball of rope.
 Woman uses rope and old wooden rungs as makeshift ladder 
to climb up reach rescue attempt fail still stuck falls hard woman cries out in pain needs more help.","{'ciu': 0.5, 'ttr': 0.887, 'mlu': 13.25, 'wpm_proxy': 53, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",['1_girl'],False,10426f6745368e84,,20251013-101008,1
catrescue_llama3.1-8b_very_severe_20251013-101008_0003,very_severe,llama3.1-8b,very_severe_4,catrescue_v1,"{'temperature': 1.0, 'top_p': 0.95, 'presence_penalty': 0.7, 'frequency_penalty': 0.3}","{'ciu_min': 0.0, 'ciu_max': 0.2, 'min_core_facts': 2}",cat go cat run away scaredy kitty outside now inside hiding no more under bed hide box where my old friend small furry soft feel good like sleep together again please don't hurt her little paws tiny wet whiskers smell bad need water food warm place rest safe house here quiet room calm wait mommy come pick up take home give love pet belly rub scratch ear happy purr forever friends stay here shelter find never let them leave me alone when we play fight sometimes too loud must share toys then be nice kiss sniff explore garden green grass sunny walk together sunbeam follow jump catch birds chase red ball roll on floor so much fun playing in park sunshine happiness pure joy life is simple lovely things happen to us just today yesterday maybe tomorrow always possible everywhere you look,"{'ciu': 0.0, 'ttr': 0.986, 'mlu': 142.0, 'wpm_proxy': 142, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],True,1dda1eef831fd952,,20251013-101008,1
catrescue_llama3.1-8b_very_severe_20251013-101008_0004,very_severe,llama3.1-8b,very_severe_1,catrescue_v1,"{'temperature': 1.0, 'top_p': 0.95, 'presence_penalty': 0.7, 'frequency_penalty': 0.3}","{'ciu_min': 0.0, 'ciu_max': 0.2, 'min_core_facts': 2}",Um... cat in uh problem because of... window up there *points*. Yeah it's really high um near the ceiling now I think so like how do you get them down safely? Um they're scared and stuff from being alone possibly without food water or something huh so yeah that sounds pretty scary to me *pauses* Get ladder but be careful right... then carefully bring back home safe with some milk probably is good don't know about more than that though? What else should we say on this situation here basically need help rescue small pet animal trapped outside house wall area can reach easily via climbing equipment used usually.,"{'ciu': 0.0, 'ttr': 0.972, 'mlu': 15.571, 'wpm_proxy': 109, 'errors': {'phonemic': 0, 'semantic': 0, 'neologism': 0, 'perseveration': 0}}",[],True,106b8864a373a81f,,20251013-101008,1
